T221	Mention 3263 3265	my
T222	Mention 3266 3271	fault
T223	Mention 3272 3273	i
T224	Mention 3293 3295	my
T225	Mention 3296 3302	career
T226	Mention 3308 3315	painter
T227	Mention 3323 3331	grownups
T228	Mention 3339 3349	age of six
T229	Mention 3346 3349	six
T230	Mention 3354 3355	i
T231	Mention 3396 3412	boa constrictors
T232	Mention 3429 3430	i
T233	Mention 3453 3463	apparition
T234	Mention 3479 3491	astonishment
T235	Mention 3506 3507	i
T236	Mention 3512 3522	a thousand
T237	Mention 3512 3528	a thousand miles
T238	Mention 3538 3554	inhabited region
T239	Mention 3568 3581	little fellow
T240	Mention 3621 3628	fatigue
T241	Mention 3653 3659	thirst
T242	Mention 3663 3667	fear
T243	Mention 3668 3670	he
T244	Mention 3693 3698	child
T245	Mention 3725 3731	desert
T246	Mention 3732 3742	a thousand
T247	Mention 3732 3748	a thousand miles
T248	Mention 3758 3774	inhabited region
T249	Mention 3780 3781	i
T250	Mention 3807 3808	i
T251	Mention 3823 3826	you
T252	Mention 3833 3837	here
T253	Mention 3842 3844	he
T254	Mention 3872 3874	it
T255	Mention 3879 3901	something very serious
T256	Mention 3914 3916	me
T257	Mention 3919 3924	sheep
T258	Mention 3909 3924	draw me a sheep
T259	Mention 3932 3939	mystery
T260	Mention 3960 3963	one
T261	Mention 3991 3993	it
T262	Mention 4004 4006	me
T263	Mention 4007 4017	a thousand
T264	Mention 4007 4023	a thousand miles
T265	Mention 4033 4049	human habitation
T266	Mention 4057 4063	danger
T267	Mention 4057 4072	danger of death
T268	Mention 4067 4072	death
T269	Mention 4073 4074	i
T270	Mention 4087 4089	my
T271	Mention 4090 4096	pocket
T272	Mention 4108 4113	paper
T273	Mention 4120 4123	pen
T274	Mention 4133 4134	i
T275	Mention 4151 4152	i
T276	Mention 4172 4181	geography
T277	Mention 4182 4189	history
T278	Mention 4190 4200	arithmetic
T279	Mention 4205 4212	grammar
T280	Mention 4217 4218	i
T281	Mention 4228 4241	little fellow
T282	Mention 4264 4265	i
T283	Mention 4291 4293	he
T284	Mention 4326 4328	me
T285	Mention 4331 4336	sheep
T286	Mention 4321 4336	draw me a sheep
T287	Mention 4340 4341	i
T288	Mention 4360 4365	sheep
T289	Mention 4366 4367	i
T290	Mention 4379 4382	him
T291	Mention 4383 4386	one
T292	Mention 4399 4402	two
T293	Mention 4403 4411	drawings
T294	Mention 4417 4418	i
T295	Mention 4438 4441	one
T296	Mention 4456 4471	boa constrictor
T297	Mention 4476 4477	i
T298	Mention 4504 4517	little fellow
T299	Mention 4532 4533	i
T300	Mention 4549 4557	elephant
T301	Mention 4567 4582	boa constrictor
T302	Mention 4585 4600	boa constrictor
T303	Mention 4626 4634	elephant
T304	Mention 4660 4661	i
T305	Mention 4654 4666	where i live
T306	Mention 4667 4677	everything
T307	Mention 4692 4693	i
T308	Mention 4701 4706	sheep
T309	Mention 4712 4714	me
T310	Mention 4717 4722	sheep
T311	Mention 4726 4727	i
T312	Mention 4733 4735	he
T313	Mention 4771 4774	one
T314	Mention 4809 4812	one
T315	Mention 4813 4814	i
T316	Mention 4826 4828	my
T317	Mention 4829 4835	friend
T318	Mention 4866 4869	you
T319	Mention 4878 4886	yourself
T320	Mention 4887 4891	this
T321	Mention 4901 4906	sheep
T322	Mention 4907 4909	it
T323	Mention 4915 4918	ram
T324	Mention 4919 4921	it
T325	Mention 4926 4931	horns
T326	Mention 4946 4947	i
T327	Mention 4954 4956	my
T328	Mention 4957 4964	drawing
T329	Mention 4969 4971	it
T330	Mention 5003 5007	ones
T331	Mention 5013 5016	one
T332	Mention 5028 5029	i
T333	Mention 5037 5042	sheep
T334	Mention 5058 5069	a long time
T335	Mention 5065 5069	time
T336	Mention 5094 5095	i
T337	Mention 5127 5129	my
T338	Mention 5130 5136	engine
T339	Mention 5137 5138	i
T340	Mention 5161 5168	drawing
T341	Mention 5173 5174	i
T342	Mention 5183 5187	this
T343	Mention 5200 5203	box
T344	Mention 5208 5213	sheep
T345	Mention 5214 5217	you
T346	Mention 5237 5238	i
T347	Mention 5269 5273	face
T348	Mention 5277 5279	my
T349	Mention 5286 5291	judge
T350	Mention 5301 5303	it
T351	Mention 5319 5322	way
T352	Mention 5323 5324	i
T353	Mention 5335 5338	you
T354	Mention 5350 5355	sheep
T355	Mention 5371 5376	grass
T356	Mention 5395 5396	i
T357	Mention 5389 5404	where i am from
T358	Mention 5405 5415	everything
T359	Mention 5461 5462	i
T360	Mention 5468 5471	you
T361	Mention 5485 5490	sheep
T362	Mention 5491 5493	he
T363	Mention 5501 5504	his
T364	Mention 5505 5509	head
T365	Mention 5522 5529	drawing
T366	Mention 5550 5552	he
T367	Mention 5586 5587	i
T368	Mention 5596 5609	little prince
T369	Mention 5618 5620	me
T370	Mention 5621 5632	a long time
T371	Mention 5628 5632	time
T372	Mention 5651 5653	he
T373	Mention 5668 5681	little prince
T374	Mention 5692 5694	me
T375	Mention 5700 5709	questions
T376	Mention 5731 5733	my
T377	Mention 5749 5754	words
T378	Mention 5803 5813	everything
T379	Mention 5817 5819	me
T380	Mention 5828 5830	he
T381	Mention 5835 5837	my
T382	Mention 5838 5846	airplane
T383	Mention 5851 5865	the first time
T384	Mention 5866 5867	i
T385	Mention 5882 5884	my
T386	Mention 5885 5893	airplane
T387	Mention 5894 5896	it
T388	Mention 5908 5915	drawing
T389	Mention 5940 5942	me
T390	Mention 5943 5945	he
T391	Mention 5952 5954	me
T392	Mention 5968 5973	thing
T393	Mention 5980 5982	it
T394	Mention 5992 5997	thing
T395	Mention 5998 6000	it
T396	Mention 6007 6009	it
T397	Mention 6016 6024	airplane
T398	Mention 6025 6027	it
T399	Mention 6031 6033	my
T400	Mention 6034 6042	airplane
T401	Mention 6047 6048	i
T402	Mention 6067 6070	him
T403	Mention 6081 6082	i
T404	Mention 6098 6100	he
T405	Mention 6112 6115	you
T406	Mention 6112 6133	you fell from the sky
T407	Mention 6130 6133	sky
T408	Mention 6138 6139	i
T409	Mention 6157 6161	that
T410	Mention 6179 6192	little prince
T411	Mention 6221 6229	laughter
T412	Mention 6246 6248	me
T413	Mention 6259 6260	i
T414	Mention 6268 6274	people
T415	Mention 6283 6285	my
T416	Mention 6286 6297	misfortunes
T417	Mention 6313 6315	he
T418	Mention 6325 6328	you
T419	Mention 6348 6351	sky
T420	Mention 6357 6363	planet
T421	Mention 6368 6371	you
T422	Mention 6377 6378	i
T423	Mention 6388 6395	glimpse
T424	Mention 6405 6412	mystery
T425	Mention 6416 6419	his
T426	Mention 6420 6428	presence
T427	Mention 6433 6434	i
T428	Mention 6453 6456	you
T429	Mention 6475 6481	planet
T430	Mention 6491 6493	he
T431	Mention 6509 6511	he
T432	Mention 6518 6521	his
T433	Mention 6522 6526	head
T434	Mention 6552 6554	my
T435	Mention 6555 6563	airplane
T436	Mention 6580 6583	you
T437	Mention 6619 6623	that
T438	Mention 6628 6630	he
T439	Mention 6646 6654	daydream
T440	Mention 6668 6680	a long while
T441	Mention 6693 6695	my
T442	Mention 6696 6701	sheep
T443	Mention 6709 6712	his
T444	Mention 6713 6719	pocket
T445	Mention 6720 6722	he
T446	Mention 6728 6735	himself
T447	Mention 6745 6758	contemplation
T448	Mention 6762 6765	his
T449	Mention 6766 6774	treasure
T450	Mention 6775 6778	you
T451	Mention 6795 6797	my
T452	Mention 6798 6807	curiosity
T453	Mention 6834 6844	disclosure
T454	Mention 6861 6868	planets
T455	Mention 6872 6873	i
T456	Mention 6907 6910	you
T457	Mention 6916 6918	my
T458	Mention 6919 6932	little fellow
T459	Mention 6953 6954	i
T460	Mention 6947 6959	where i live
T461	Mention 6963 6968	yours
T462	Mention 6978 6981	you
T463	Mention 6987 6989	my
T464	Mention 6990 6995	sheep
T465	Mention 7022 7029	silence
T466	Mention 7030 7032	he
T467	Mention 7065 7068	box
T468	Mention 7069 7072	you
T469	Mention 7095 7100	night
T470	Mention 7101 7103	he
T471	Mention 7112 7114	it
T472	Mention 7120 7125	house
T473	Mention 7092 7125	at night he can use it as a house
T474	Mention 7126 7130	that
T475	Mention 7147 7150	you
T476	Mention 7160 7161	i
T477	Mention 7172 7175	you
T478	Mention 7178 7182	rope
T479	Mention 7190 7193	him
T480	Mention 7213 7216	day
T481	Mention 7223 7228	stake
T482	Mention 7160 7228	i will give you a rope to tie him up with during the day and a stake
T483	Mention 7233 7238	offer
T484	Mention 7259 7272	little prince
T485	Mention 7277 7280	him
T486	Mention 7273 7283	tie him up
T487	Mention 7297 7301	idea
T488	Mention 7309 7312	you
T489	Mention 7324 7327	him
T490	Mention 7331 7333	he
T491	Mention 7363 7365	my
T492	Mention 7366 7372	friend
T493	Mention 7400 7408	laughter
T494	Mention 7418 7421	you
T495	Mention 7428 7430	he
T496	Mention 7440 7448	anywhere
T497	Mention 7440 7463	anywhere straight ahead
T498	Mention 7473 7486	little prince
T499	Mention 7500 7504	that
T500	Mention 7527 7528	i
T501	Mention 7521 7533	where i live
T502	Mention 7534 7544	everything
T503	Mention 7584 7591	sadness
T504	Mention 7592 7594	he
T505	Mention 7616 7619	you
T506	Mention 7635 7636	i
T507	Mention 7674 7679	thing
T508	Mention 7685 7688	his
T509	Mention 7694 7700	planet
T510	Mention 7726 7731	house
T511	Mention 7752 7754	me
T512	Mention 7760 7761	i
T513	Mention 7793 7800	planets
T514	Mention 7810 7815	earth
T515	Mention 7816 7823	jupiter
T516	Mention 7824 7828	mars
T517	Mention 7833 7838	venus
T518	Mention 7861 7866	names
T519	Mention 7889 7895	others
T520	Mention 7929 7932	one
T521	Mention 7966 7970	them
T522	Mention 7983 7992	telescope
T523	Mention 8001 8011	astronomer
T524	Mention 8022 8025	one
T525	Mention 8029 8034	these
T526	Mention 8035 8037	he
T527	Mention 8044 8046	it
T528	Mention 8049 8055	number
T529	Mention 8062 8066	name
T530	Mention 8067 8069	he
T531	Mention 8081 8083	it
T532	Mention 8096 8108	asteroid 325
T533	Mention 8109 8110	i
T534	Mention 8124 8130	reason
T535	Mention 8151 8157	planet
T536	Mention 8173 8186	little prince
T537	Mention 8199 8213	asteroid b 612
T538	Mention 8219 8227	asteroid
T539	Mention 8257 8266	telescope
T540	Mention 8275 8279	1909
T541	Mention 8285 8303	turkish astronomer
T542	Mention 8304 8306	he
T543	Mention 8328 8340	presentation
T544	Mention 8344 8347	his
T545	Mention 8348 8357	discovery
T546	Mention 8364 8398	international astronomy conference
T547	Mention 8403 8409	nobody
T548	Mention 8423 8426	him
T549	Mention 8438 8441	his
T550	Mention 8403 8448	nobody had believed him because of his outfit
T551	Mention 8442 8448	outfit
T552	Mention 8449 8457	grownups
T553	Mention 8467 8471	that
T554	Mention 8492 8502	reputation
T555	Mention 8506 8520	asteroid b 612
T556	Mention 8523 8539	turkish dictator
T557	Mention 8551 8554	his
T558	Mention 8555 8561	people
T559	Mention 8573 8578	death
T560	Mention 8565 8578	pain of death
T561	Mention 8588 8598	themselves
T562	Mention 8606 8622	european fashion
T563	Mention 8627 8637	astronomer
T564	Mention 8643 8646	his
T565	Mention 8647 8659	presentation
T566	Mention 8669 8673	1920
T567	Mention 8706 8710	time
T568	Mention 8711 8720	everybody
T569	Mention 8730 8733	him
T570	Mention 8737 8738	i
T571	Mention 8749 8752	you
T572	Mention 8759 8766	details
T573	Mention 8777 8791	asteroid b 612
T574	Mention 8808 8811	you
T575	Mention 8812 8815	its
T576	Mention 8816 8822	number
T577	Mention 8844 8852	grownups
T578	Mention 8853 8861	grownups
T579	Mention 8867 8874	numbers
T580	Mention 8880 8883	you
T581	Mention 8892 8896	them
T582	Mention 8905 8911	friend
T583	Mention 8912 8916	they
T584	Mention 8927 8930	you
T585	Mention 8958 8964	things
T586	Mention 8965 8969	they
T587	Mention 8980 8983	you
T588	Mention 8993 8996	his
T589	Mention 8997 9002	voice
T590	Mention 9014 9019	games
T591	Mention 9025 9027	he
T592	Mention 9043 9045	he
T593	Mention 9054 9065	butterflies
T594	Mention 9066 9070	they
T595	Mention 9086 9088	he
T596	Mention 9098 9106	brothers
T597	Mention 9112 9114	he
T598	Mention 9134 9136	he
T599	Mention 9152 9157	money
T600	Mention 9163 9166	his
T601	Mention 9167 9173	father
T602	Mention 9192 9196	they
T603	Mention 9203 9207	they
T604	Mention 9213 9216	him
T605	Mention 9220 9223	you
T606	Mention 9236 9244	grownups
T607	Mention 9245 9246	i
T608	Mention 9273 9278	house
T609	Mention 9284 9293	geraniums
T610	Mention 9301 9308	windows
T611	Mention 9313 9318	doves
T612	Mention 9326 9330	roof
T613	Mention 9331 9335	they
T614	Mention 9370 9375	house
T615	Mention 9379 9384	their
T616	Mention 9391 9394	you
T617	Mention 9414 9418	them
T618	Mention 9419 9420	i
T619	Mention 9425 9443	a hundred thousand
T620	Mention 9444 9449	franc
T621	Mention 9450 9455	house
T622	Mention 9460 9464	they
T623	Mention 9492 9495	you
T624	Mention 9511 9515	them
T625	Mention 9520 9525	proof
T626	Mention 9535 9548	little prince
T627	Mention 9565 9567	he
T628	Mention 9581 9583	he
T629	Mention 9596 9598	he
T630	Mention 9608 9613	sheep
T631	Mention 9617 9624	someone
T632	Mention 9617 9638	someone wants a sheep
T633	Mention 9633 9638	sheep
T634	Mention 9639 9643	that
T635	Mention 9651 9655	they
T636	Mention 9662 9666	they
T637	Mention 9679 9684	their
T638	Mention 9685 9694	shoulders
T639	Mention 9705 9708	you
T640	Mention 9716 9721	child
T641	Mention 9729 9732	you
T642	Mention 9749 9755	planet
T643	Mention 9756 9758	he
T644	Mention 9776 9790	asteroid b 612
T645	Mention 9791 9795	they
T646	Mention 9791 9814	they would be convinced
T647	Mention 9825 9828	you
T648	Mention 9832 9837	peace
T649	Mention 9848 9851	you
T650	Mention 9852 9857	their
T651	Mention 9858 9867	questions
T652	Mention 9868 9872	they
T653	Mention 9882 9886	that
T654	Mention 9900 9904	them
T655	Mention 9905 9913	children
T656	Mention 9946 9954	grownups
T657	Mention 9969 9980	those of us
T658	Mention 9996 10000	life
T659	Mention 10001 10003	we
T660	Mention 10025 10032	numbers
T661	Mention 10033 10034	i
T662	Mention 10066 10071	story
T663	Mention 10084 10087	way
T664	Mention 10099 10103	tale
T665	Mention 10104 10105	i
T666	Mention 10142 10146	time
T667	Mention 10159 10172	little prince
T668	Mention 10188 10194	planet
T669	Mention 10216 10223	himself
T670	Mention 10241 10247	friend
T671	Mention 10252 10257	those
T672	Mention 10273 10277	life
T673	Mention 10321 10322	i
T674	Mention 10335 10337	my
T675	Mention 10338 10342	book
T676	Mention 10362 10363	i
T677	Mention 10377 10384	sadness
T678	Mention 10405 10413	memories
T679	Mention 10433 10436	six
T680	Mention 10433 10442	six years
T681	Mention 10449 10451	my
T682	Mention 10452 10458	friend
T683	Mention 10469 10472	his
T684	Mention 10473 10478	sheep
T685	Mention 10482 10483	i
T686	Mention 10500 10503	him
T687	Mention 10535 10538	him
T688	Mention 10561 10567	friend
T689	Mention 10572 10580	everyone
T690	Mention 10591 10597	friend
T691	Mention 10605 10606	i
T692	Mention 10614 10617	him
T693	Mention 10618 10619	i
T694	Mention 10602 10650	if i forgot him i could become like the grownups
T695	Mention 10642 10650	grownups
T696	Mention 10678 10685	numbers
T697	Mention 10689 10693	that
T698	Mention 10701 10702	i
T699	Mention 10723 10726	box
T700	Mention 10730 10736	paints
T701	Mention 10746 10753	pencils
T702	Mention 10776 10783	drawing
T703	Mention 10793 10795	my
T704	Mention 10796 10799	age
T705	Mention 10805 10806	i
T706	Mention 10842 10857	boa constrictor
T707	Mention 10888 10891	six
T708	Mention 10881 10891	age of six
T709	Mention 10892 10893	i
T710	Mention 10921 10923	my
T711	Mention 10924 10933	portraits
T712	Mention 10962 10963	i
T713	Mention 10982 10983	i
T714	Mention 11002 11010	drawings
T715	Mention 11022 11028	others
T716	Mention 11046 11051	their
T717	Mention 11052 11060	subjects
T718	Mention 11061 11062	i
T719	Mention 11076 11080	size
T720	Mention 11102 11115	little prince
T721	Mention 11133 11135	he
T722	Mention 11149 11150	i
T723	Mention 11178 11183	color
T724	Mention 11187 11190	his
T725	Mention 11191 11197	outfit
T726	Mention 11201 11202	i
T727	Mention 11232 11233	i
T728	Mention 11238 11239	i
T729	Mention 11250 11258	mistakes
T730	Mention 11238 11286	i will make mistakes on certain important points
T731	Mention 11280 11286	points
T732	Mention 11295 11298	you
T733	Mention 11320 11322	me
T734	Mention 11323 11327	that
T735	Mention 11328 11330	my
T736	Mention 11331 11337	friend
T737	Mention 11349 11361	explanations
T738	Mention 11370 11372	he
T739	Mention 11381 11382	i
T740	Mention 11397 11404	himself
T741	Mention 11409 11410	i
T742	Mention 11448 11453	sheep
T743	Mention 11462 11467	boxes
T744	Mention 11476 11477	i
T745	Mention 11496 11504	grownups
T746	Mention 11505 11506	i
T747	Mention 11527 11536	every day
T748	Mention 11533 11536	day
T749	Mention 11537 11538	i
T750	Mention 11551 11560	something
T751	Mention 11567 11570	his
T752	Mention 11571 11577	planet
T753	Mention 11582 11591	departure
T754	Mention 11600 11604	trip
T755	Mention 11609 11620	information
T756	Mention 11636 11639	his
T757	Mention 11640 11648	thoughts
T758	Mention 11636 11657	his thoughts wandered
T759	Mention 11649 11657	wandered
T760	Mention 11673 11676	way
T761	Mention 11695 11698	day
T762	Mention 11685 11698	the third day
T763	Mention 11699 11700	i
T764	Mention 11721 11728	tragedy
T765	Mention 11736 11743	baobabs
T766	Mention 11749 11753	time
T767	Mention 11781 11786	sheep
T768	Mention 11799 11812	little prince
T769	Mention 11819 11821	me
T770	Mention 11855 11860	doubt
T771	Mention 11887 11892	sheep
T772	Mention 11897 11903	shrubs
T773	Mention 11922 11923	i
T774	Mention 11932 11933	i
T775	Mention 11982 11987	sheep
T776	Mention 11992 11998	shrubs
T777	Mention 12007 12020	little prince
T778	Mention 12043 12047	they
T779	Mention 12057 12064	baobabs
T780	Mention 12065 12066	i
T781	Mention 12086 12099	little prince
T782	Mention 12105 12112	baobabs
T783	Mention 12122 12128	shrubs
T784	Mention 12133 12138	trees
T785	Mention 12149 12157	churches
T786	Mention 12175 12177	he
T787	Mention 12188 12191	him
T788	Mention 12200 12217	herd of elephants
T789	Mention 12222 12226	herd
T790	Mention 12254 12257	one
T791	Mention 12265 12271	baobab
T792	Mention 12276 12280	idea
T793	Mention 12288 12305	herd of elephants
T794	Mention 12315 12328	little prince
T795	Mention 12335 12339	they
T796	Mention 12369 12372	top
T797	Mention 12376 12386	each other
T798	Mention 12391 12393	he
T799	Mention 12414 12426	baobab trees
T800	Mention 12434 12438	they
T801	Mention 12414 12462	baobab trees before they grow up start off small
T802	Mention 12463 12467	that
T803	Mention 12488 12491	you
T804	Mention 12501 12506	sheep
T805	Mention 12525 12532	baobabs
T806	Mention 12533 12535	he
T807	Mention 12589 12591	me
T808	Mention 12607 12613	effort
T809	Mention 12633 12640	problem
T810	Mention 12644 12646	my
T811	Mention 12663 12667	help
T812	Mention 12686 12692	planet
T813	Mention 12700 12713	little prince
T814	Mention 12737 12744	planets
T815	Mention 12750 12761	good plants
T816	Mention 12766 12776	bad plants
T817	Mention 12796 12806	good seeds
T818	Mention 12812 12823	good plants
T819	Mention 12828 12837	bad seeds
T820	Mention 12843 12853	bad plants
T821	Mention 12858 12863	seeds
T822	Mention 12878 12882	they
T823	Mention 12910 12915	earth
T824	Mention 12932 12935	one
T825	Mention 12939 12943	them
T826	Mention 12968 12970	it
T827	Mention 13019 13022	sun
T828	Mention 13050 13055	sprig
T829	Mention 13059 13061	it
T830	Mention 13067 13072	sprig
T831	Mention 13076 13082	radish
T832	Mention 13086 13090	rose
T833	Mention 13091 13095	bush
T834	Mention 13096 13099	you
T835	Mention 13108 13110	it
T836	Mention 13119 13121	it
T837	Mention 13135 13137	it
T838	Mention 13143 13152	bad plant
T839	Mention 13153 13156	one
T840	Mention 13171 13176	plant
T841	Mention 13206 13208	it
T842	Mention 13247 13261	terrible seeds
T843	Mention 13269 13275	planet
T844	Mention 13283 13296	little prince
T845	Mention 13321 13333	baobab trees
T846	Mention 13312 13333	seeds of baobab trees
T847	Mention 13338 13342	soil
T848	Mention 13350 13356	planet
T849	Mention 13375 13379	them
T850	Mention 13382 13388	baobab
T851	Mention 13392 13395	you
T852	Mention 13403 13405	it
T853	Mention 13439 13441	it
T854	Mention 13464 13470	planet
T855	Mention 13479 13481	it
T856	Mention 13487 13490	its
T857	Mention 13491 13496	roots
T858	Mention 13508 13514	planet
T859	Mention 13554 13561	baobabs
T860	Mention 13562 13566	they
T861	Mention 13575 13577	it
T862	Mention 13596 13616	matter of discipline
T863	Mention 13621 13634	little prince
T864	Mention 13640 13642	me
T865	Mention 13664 13671	oneself
T866	Mention 13679 13686	morning
T867	Mention 13691 13697	planet
T868	Mention 13724 13727	you
T869	Mention 13748 13751	you
T870	Mention 13775 13782	baobabs
T871	Mention 13794 13798	they
T872	Mention 13826 13830	rose
